module type_0,x_0,x_1,x_2,x_3,x_4,x_5,y_0,y_1,y_2,y_3,z_0,z_1,z_2,z_3,edge count_0,line length_0,area difference_0,total score_0,img_0,deformation average_0,deformation variance_0,strain energy_0
23,8.01E-06,1.304043,1.06144,,,,,,,,,,,,,,,,,,,
23,12,0.175,0.338,0.746,0.605,0.974,6,0.07,0.71,0.98,2,0.19,0.44,0.92,1152,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,8.01E-06,0.00494,2.00494,1.304043,1.06144
23,5.30E-06,0.927034,0.501169,,,,,,,,,,,,,,,,,,,
23,12,0.175,0.338,0.746,0.605,0.445,6,0.07,0.71,0.98,2,0.19,0.44,0.92,1152,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,5.30E-06,0.004648,0.004648,0.927034,0.501169
23,6.03E-06,1.008126,0.594316,,,,,,,,,,,,,,,,,,,
23,12,0.175,0.338,0.746,0.605,0.445,5,0.07,0.71,0.98,2,0.19,0.44,0.92,960,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,6.03E-06,0.006539,0.006539,1.008126,0.594316
23,5.63E-06,0.951487,0.502971,,,,,,,,,,,,,,,,,,,
23,12,0.175,0.338,0.746,0.605,0.445,5,0.64,0.71,0.98,2,0.19,0.44,0.92,960,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,5.63E-06,0.006844,1.006844,0.951487,0.502971
23,5.64E-06,0.953102,0.50654,,,,,,,,,,,,,,,,,,,
23,12,0.175,0.338,0.746,0.605,0.445,5,0.64,0.98,0.98,2,0.19,0.44,0.92,960,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,5.64E-06,0.006665,0.006665,0.953102,0.50654
23,5.65E-06,0.954969,0.497503,,,,,,,,,,,,,,,,,,,
23,12,0.175,0.338,0.746,0.605,0.445,5,0.64,0.98,0.53,2,0.19,0.44,0.92,960,3,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,5.65E-06,0.007292,3.007292,0.954969,0.497503
23,0.000019,2.259929,2.719258,,,,,,,,,,,,,,,,,,,
23,12,0.175,0.338,0.746,0.605,0.445,5,0.64,0.98,0.53,3,0.19,0.44,0.92,1440,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000019,0.007292,1.007292,2.259929,2.719258
23,0.000018,2.246066,2.682935,,,,,,,,,,,,,,,,,,,
23,12,0.175,0.338,0.746,0.605,0.445,5,0.64,0.98,0.53,3,0.47,0.44,0.92,1440,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000018,0.007292,1.007292,2.246066,2.682935
23,0.000018,2.246104,2.682871,,,,,,,,,,,,,,,,,,,
23,12,0.175,0.338,0.746,0.605,0.445,5,0.64,0.98,0.53,3,0.47,0.63,0.92,1440,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000018,0.007292,1.007292,2.246104,2.682871
23,0.000019,2.291304,2.801536,,,,,,,,,,,,,,,,,,,
23,12,0.175,0.338,0.746,0.605,0.445,5,0.64,0.98,0.53,3,0.47,0.63,0.18,1440,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000019,0.007292,1.007292,2.291304,2.801536
23,0.000017,2.051459,2.173488,,,,,,,,,,,,,,,,,,,
23,13,0.175,0.338,0.746,0.605,0.445,5,0.64,0.98,0.53,3,0.47,0.63,0.18,1560,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000017,0.007121,0.007121,2.051459,2.173488
23,0.000016,1.979789,1.966675,,,,,,,,,,,,,,,,,,,
23,13,0.321,0.338,0.746,0.605,0.445,5,0.64,0.98,0.53,3,0.47,0.63,0.18,1560,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000016,0.00721,0.00721,1.979789,1.966675
23,0.000013,1.747509,1.327875,,,,,,,,,,,,,,,,,,,
23,13,0.321,0.734,0.746,0.605,0.445,5,0.64,0.98,0.53,3,0.47,0.63,0.18,1560,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000013,0.007471,0.007471,1.747509,1.327875
23,0.000013,1.701822,1.245865,,,,,,,,,,,,,,,,,,,
23,13,0.321,0.734,0.892,0.605,0.445,5,0.64,0.98,0.53,3,0.47,0.63,0.18,1560,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000013,0.007409,0.007409,1.701822,1.245865
23,0.00001,1.593923,0.935684,,,,,,,,,,,,,,,,,,,
23,13,0.321,0.734,0.892,0.135,0.445,5,0.64,0.98,0.53,3,0.47,0.63,0.18,1560,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.00001,0.007951,0.007951,1.593923,0.935684
23,0.000012,1.761005,1.265999,,,,,,,,,,,,,,,,,,,
23,13,0.321,0.734,0.892,0.135,0.643,5,0.64,0.98,0.53,3,0.47,0.63,0.18,1560,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000012,0.008058,0.008058,1.761005,1.265999
23,0.000012,1.77439,1.253691,,,,,,,,,,,,,,,,,,,
23,13,0.321,0.734,0.892,0.135,0.643,5,0.72,0.98,0.53,3,0.47,0.63,0.18,1560,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000012,0.008332,1.008332,1.77439,1.253691
23,0.000012,1.778845,1.245851,,,,,,,,,,,,,,,,,,,
23,13,0.321,0.734,0.892,0.135,0.643,5,0.72,0.9,0.53,3,0.47,0.63,0.18,1560,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000012,0.008457,1.008457,1.778845,1.245851
23,0.000012,1.750352,1.271345,,,,,,,,,,,,,,,,,,,
23,13,0.321,0.734,0.892,0.135,0.643,5,0.72,0.9,0.8,3,0.47,0.63,0.18,1560,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000012,0.007938,0.007938,1.750352,1.271345
23,4.06E-06,0.839323,0.346781,,,,,,,,,,,,,,,,,,,
23,13,0.321,0.734,0.892,0.135,0.643,5,0.72,0.9,0.8,2,0.47,0.63,0.18,1040,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.06E-06,0.007938,1.007938,0.839323,0.346781
23,4.06E-06,0.839323,0.346781,,,,,,,,,,,,,,,,,,,
23,13,0.321,0.734,0.892,0.135,0.643,5,0.72,0.9,0.8,2,0.41,0.63,0.18,1040,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.06E-06,0.007938,1.007938,0.839323,0.346781
23,4.06E-06,0.839323,0.346781,,,,,,,,,,,,,,,,,,,
23,13,0.321,0.734,0.892,0.135,0.643,5,0.72,0.9,0.8,2,0.41,0.99,0.18,1040,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.06E-06,0.007938,1.007938,0.839323,0.346781
23,4.06E-06,0.839323,0.346781,,,,,,,,,,,,,,,,,,,
23,13,0.321,0.734,0.892,0.135,0.643,5,0.72,0.9,0.8,2,0.41,0.99,0.68,1040,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.06E-06,0.007938,1.007938,0.839323,0.346781
23,5.00E-06,0.965562,0.456326,,,,,,,,,,,,,,,,,,,
23,11,0.321,0.734,0.892,0.135,0.643,5,0.72,0.9,0.8,2,0.41,0.99,0.68,880,4,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,5.00E-06,0.008792,4.008792,0.965562,0.456326
23,4.79E-06,0.958376,0.424709,,,,,,,,,,,,,,,,,,,
23,11,0.57,0.734,0.892,0.135,0.643,5,0.72,0.9,0.8,2,0.41,0.99,0.68,880,8,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.79E-06,0.009222,8.009222,0.958376,0.424709
23,4.64E-06,0.945443,0.40591,,,,,,,,,,,,,,,,,,,
23,11,0.57,0.824,0.892,0.135,0.643,5,0.72,0.9,0.8,2,0.41,0.99,0.68,880,8,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.64E-06,0.009274,8.009274,0.945443,0.40591
23,5.76E-06,1.124331,0.570193,,,,,,,,,,,,,,,,,,,
23,11,0.57,0.824,0.32,0.135,0.643,5,0.72,0.9,0.8,2,0.41,0.99,0.68,880,18,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,5.76E-06,0.010561,18.010561,1.124331,0.570193
23,6.09E-06,1.107568,0.602431,,,,,,,,,,,,,,,,,,,
23,11,0.57,0.824,0.32,0.388,0.643,5,0.72,0.9,0.8,2,0.41,0.99,0.68,880,11,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,6.09E-06,0.009703,11.009703,1.107568,0.602431
23,6.67E-06,1.177731,0.715013,,,,,,,,,,,,,,,,,,,
23,11,0.57,0.824,0.32,0.388,0.744,5,0.72,0.9,0.8,2,0.41,0.99,0.68,880,10,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,6.67E-06,0.009653,10.009653,1.177731,0.715013
23,6.84E-06,1.179168,0.79827,,,,,,,,,,,,,,,,,,,
23,11,0.57,0.824,0.32,0.388,0.744,5,0.17,0.9,0.8,2,0.41,0.99,0.68,880,3,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,6.84E-06,0.008712,3.008712,1.179168,0.79827
23,6.84E-06,1.179979,0.80443,,,,,,,,,,,,,,,,,,,
23,11,0.57,0.824,0.32,0.388,0.744,5,0.17,0.52,0.8,2,0.41,0.99,0.68,880,3,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,6.84E-06,0.008709,3.008709,1.179979,0.80443
23,6.88E-06,1.183574,0.816764,,,,,,,,,,,,,,,,,,,
23,11,0.57,0.824,0.32,0.388,0.744,5,0.17,0.52,0.91,2,0.41,0.99,0.68,880,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,6.88E-06,0.008753,1.008753,1.183574,0.816764
23,6.88E-06,1.183574,0.816764,,,,,,,,,,,,,,,,,,,
23,11,0.57,0.824,0.32,0.388,0.744,5,0.17,0.52,0.91,2,0.53,0.99,0.68,880,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,6.88E-06,0.008753,1.008753,1.183574,0.816764
23,6.88E-06,1.183574,0.816764,,,,,,,,,,,,,,,,,,,
23,11,0.57,0.824,0.32,0.388,0.744,5,0.17,0.52,0.91,2,0.53,0.61,0.68,880,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,6.88E-06,0.008753,1.008753,1.183574,0.816764
23,6.88E-06,1.183574,0.816764,,,,,,,,,,,,,,,,,,,
23,11,0.57,0.824,0.32,0.388,0.744,5,0.17,0.52,0.91,2,0.53,0.61,0.07,880,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,6.88E-06,0.008753,1.008753,1.183574,0.816764
23,2.20E-06,0.671268,0.270418,,,,,,,,,,,,,,,,,,,
23,11,0.57,0.824,0.32,0.388,0.744,5,0.17,0.52,0.91,2,0.53,0.61,0.07,1320,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.20E-06,0.008753,1.008753,0.671268,0.270418
23,2.06E-06,0.616418,0.220914,,,,,,,,,,,,,,,,,,,
23,13,0.57,0.824,0.32,0.388,0.744,5,0.17,0.52,0.91,2,0.53,0.61,0.07,1560,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.06E-06,0.007739,0.007739,0.616418,0.220914
23,2.02E-06,0.611535,0.220007,,,,,,,,,,,,,,,,,,,
23,13,0.691,0.824,0.32,0.388,0.744,5,0.17,0.52,0.91,2,0.53,0.61,0.07,1560,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.02E-06,0.00802,0.00802,0.611535,0.220007
23,2.10E-06,0.639949,0.248825,,,,,,,,,,,,,,,,,,,
23,13,0.691,0.607,0.32,0.388,0.744,5,0.17,0.52,0.91,2,0.53,0.61,0.07,1560,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.10E-06,0.00796,0.00796,0.639949,0.248825
23,1.91E-06,0.579019,0.193413,,,,,,,,,,,,,,,,,,,
23,13,0.691,0.607,0.877,0.388,0.744,5,0.17,0.52,0.91,2,0.53,0.61,0.07,1560,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,1.91E-06,0.007232,0.007232,0.579019,0.193413
23,2.01E-06,0.568778,0.184582,,,,,,,,,,,,,,,,,,,
23,13,0.691,0.607,0.877,0.967,0.744,5,0.17,0.52,0.91,2,0.53,0.61,0.07,1560,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.01E-06,0.00646,0.00646,0.568778,0.184582
23,1.88E-06,0.530312,0.15655,,,,,,,,,,,,,,,,,,,
23,13,0.691,0.607,0.877,0.967,0.518,5,0.17,0.52,0.91,2,0.53,0.61,0.07,1560,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,1.88E-06,0.006399,0.006399,0.530312,0.15655
23,1.80E-06,0.517288,0.147664,,,,,,,,,,,,,,,,,,,
23,13,0.691,0.607,0.877,0.967,0.518,6,0.17,0.52,0.91,2,0.53,0.61,0.07,1872,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,1.80E-06,0.004479,0.004479,0.517288,0.147664
23,1.59E-06,0.490154,0.127601,,,,,,,,,,,,,,,,,,,
23,13,0.691,0.607,0.877,0.967,0.518,6,0.99,0.52,0.91,2,0.53,0.61,0.07,1872,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,1.59E-06,0.006073,0.006073,0.490154,0.127601
23,1.56E-06,0.493868,0.126862,,,,,,,,,,,,,,,,,,,
23,13,0.691,0.607,0.877,0.967,0.518,6,0.99,0.09,0.91,2,0.53,0.61,0.07,1872,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,1.56E-06,0.007753,0.007753,0.493868,0.126862
23,1.55E-06,0.496801,0.124901,,,,,,,,,,,,,,,,,,,
23,13,0.691,0.607,0.877,0.967,0.518,6,0.99,0.09,0.58,2,0.53,0.61,0.07,1872,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,1.55E-06,0.009595,1.009595,0.496801,0.124901
23,1.55E-06,0.496801,0.124901,,,,,,,,,,,,,,,,,,,
23,13,0.691,0.607,0.877,0.967,0.518,6,0.99,0.09,0.58,2,0.09,0.61,0.07,1872,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,1.55E-06,0.009595,1.009595,0.496801,0.124901
23,1.55E-06,0.496801,0.124901,,,,,,,,,,,,,,,,,,,
23,13,0.691,0.607,0.877,0.967,0.518,6,0.99,0.09,0.58,2,0.09,0.74,0.07,1872,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,1.55E-06,0.009595,1.009595,0.496801,0.124901
23,1.55E-06,0.496801,0.124901,,,,,,,,,,,,,,,,,,,
23,13,0.691,0.607,0.877,0.967,0.518,6,0.99,0.09,0.58,2,0.09,0.74,0.49,1872,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,1.55E-06,0.009595,1.009595,0.496801,0.124901
23,5.02E-06,0.931468,0.381775,,,,,,,,,,,,,,,,,,,
23,13,0.691,0.607,0.877,0.967,0.518,6,0.99,0.09,0.58,2,0.09,0.74,0.49,2496,55,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,5.02E-06,0.009595,55.009595,0.931468,0.381775
23,0.00001,1.570183,1.100127,,,,,,,,,,,,,,,,,,,
23,9,0.691,0.607,0.877,0.967,0.518,6,0.99,0.09,0.58,2,0.09,0.74,0.49,1728,6,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.00001,0.011138,6.011138,1.570183,1.100127
23,0.000011,1.617734,1.241306,,,,,,,,,,,,,,,,,,,
23,9,0.444,0.607,0.877,0.967,0.518,6,0.99,0.09,0.58,2,0.09,0.74,0.49,1728,6,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000011,0.010613,6.010613,1.617734,1.241306
23,0.000012,1.698719,1.49548,,,,,,,,,,,,,,,,,,,
23,9,0.444,0.404,0.877,0.967,0.518,6,0.99,0.09,0.58,2,0.09,0.74,0.49,1728,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000012,0.010365,2.010365,1.698719,1.49548
23,0.000014,1.875002,1.976687,,,,,,,,,,,,,,,,,,,
23,9,0.444,0.404,0.492,0.967,0.518,6,0.99,0.09,0.58,2,0.09,0.74,0.49,1728,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000014,0.010434,1.010434,1.875002,1.976687
23,0.000013,1.839203,1.813641,,,,,,,,,,,,,,,,,,,
23,9,0.444,0.404,0.492,0.767,0.518,6,0.99,0.09,0.58,2,0.09,0.74,0.49,1728,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000013,0.010891,0.010891,1.839203,1.813641
23,0.000016,2.130972,2.668637,,,,,,,,,,,,,,,,,,,
23,9,0.444,0.404,0.492,0.767,0.723,6,0.99,0.09,0.58,2,0.09,0.74,0.49,1728,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000016,0.010937,1.010937,2.130972,2.668637
23,0.000017,2.26308,2.95616,,,,,,,,,,,,,,,,,,,
23,9,0.444,0.404,0.492,0.767,0.723,5,0.99,0.09,0.58,2,0.09,0.74,0.49,1440,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000017,0.014039,0.014039,2.26308,2.95616
23,0.000017,2.198808,2.95038,,,,,,,,,,,,,,,,,,,
23,9,0.444,0.404,0.492,0.767,0.723,5,0.73,0.09,0.58,2,0.09,0.74,0.49,1440,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000017,0.012169,0.012169,2.198808,2.95038
23,0.000017,2.145089,3.030746,,,,,,,,,,,,,,,,,,,
23,9,0.444,0.404,0.492,0.767,0.723,5,0.73,0.78,0.58,2,0.09,0.74,0.49,1440,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000017,0.009296,1.009296,2.145089,3.030746
23,0.000017,2.148076,3.015977,,,,,,,,,,,,,,,,,,,
23,9,0.444,0.404,0.492,0.767,0.723,5,0.73,0.78,0.5,2,0.09,0.74,0.49,1440,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000017,0.009505,1.009505,2.148076,3.015977
23,0.000017,2.151893,3.004622,,,,,,,,,,,,,,,,,,,
23,9,0.444,0.404,0.492,0.767,0.723,5,0.73,0.68,0.5,2,0.09,0.74,0.49,1440,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000017,0.009745,1.009745,2.151893,3.004622
23,0.000017,2.151893,3.004622,,,,,,,,,,,,,,,,,,,
23,9,0.444,0.404,0.492,0.767,0.723,5,0.73,0.68,0.5,2,0.43,0.74,0.49,1440,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000017,0.009745,1.009745,2.151893,3.004622
23,0.000017,2.151893,3.004622,,,,,,,,,,,,,,,,,,,
23,9,0.444,0.404,0.492,0.767,0.723,5,0.73,0.68,0.5,2,0.43,0.74,0.09,1440,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000017,0.009745,1.009745,2.151893,3.004622
23,0.000051,5.679864,11.861011,,,,,,,,,,,,,,,,,,,
23,9,0.444,0.404,0.492,0.767,0.723,5,0.73,0.68,0.5,2,0.43,0.74,0.09,3330,8,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000051,0.009745,8.009745,5.679864,11.861011
23,0.000036,4.290417,5.856375,,,,,,,,,,,,,,,,,,,
23,13,0.444,0.404,0.492,0.767,0.723,5,0.73,0.68,0.5,2,0.43,0.74,0.09,4810,4,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000036,0.008364,4.008364,4.290417,5.856375
23,0.000031,3.905601,4.094173,,,,,,,,,,,,,,,,,,,
23,13,0.949,0.404,0.492,0.767,0.723,5,0.73,0.68,0.5,2,0.43,0.74,0.09,4810,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000031,0.009483,0.009483,3.905601,4.094173
23,0.000027,3.664829,3.310552,,,,,,,,,,,,,,,,,,,
23,13,0.949,0.744,0.492,0.767,0.723,5,0.73,0.68,0.5,2,0.43,0.74,0.09,4810,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000027,0.009569,0.009569,3.664829,3.310552
23,0.000026,3.575005,3.103407,,,,,,,,,,,,,,,,,,,
23,13,0.949,0.744,0.884,0.767,0.723,5,0.73,0.68,0.5,2,0.43,0.74,0.09,4810,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000026,0.009168,0.009168,3.575005,3.103407
23,0.000023,3.439074,2.632434,,,,,,,,,,,,,,,,,,,
23,13,0.949,0.744,0.884,0.155,0.723,5,0.73,0.68,0.5,2,0.43,0.74,0.09,4810,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000023,0.01019,0.01019,3.439074,2.632434
23,0.00002,3.22668,2.110216,,,,,,,,,,,,,,,,,,,
23,13,0.949,0.744,0.884,0.155,0.484,5,0.73,0.68,0.5,2,0.43,0.74,0.09,4810,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.00002,0.010255,1.010255,3.22668,2.110216
23,0.000021,3.131164,2.194447,,,,,,,,,,,,,,,,,,,
23,13,0.949,0.744,0.884,0.155,0.484,5,0.53,0.68,0.5,2,0.43,0.74,0.09,4810,5,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000021,0.009339,5.009339,3.131164,2.194447
23,0.00002,3.102954,2.042468,,,,,,,,,,,,,,,,,,,
23,13,0.949,0.744,0.884,0.155,0.484,5,0.53,0.45,0.5,2,0.43,0.74,0.09,4810,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.00002,0.009838,1.009838,3.102954,2.042468
23,0.00002,3.102954,2.042468,,,,,,,,,,,,,,,,,,,
23,13,0.949,0.744,0.884,0.155,0.484,5,0.53,0.45,0.5,2,0.58,0.74,0.09,4810,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.00002,0.009838,1.009838,3.102954,2.042468
23,0.00002,3.102954,2.042468,,,,,,,,,,,,,,,,,,,
23,13,0.949,0.744,0.884,0.155,0.484,5,0.53,0.45,0.5,2,0.58,0.83,0.09,4810,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.00002,0.009838,1.009838,3.102954,2.042468
23,0.00002,3.102954,2.042468,,,,,,,,,,,,,,,,,,,
23,13,0.949,0.744,0.884,0.155,0.484,5,0.53,0.45,0.5,2,0.58,0.83,0.79,4810,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.00002,0.009838,1.009838,3.102954,2.042468
23,4.21E-06,0.953174,0.351781,,,,,,,,,,,,,,,,,,,
23,13,0.949,0.744,0.884,0.155,0.484,5,0.53,0.45,0.5,2,0.58,0.83,0.79,2080,157,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.21E-06,0.009838,157.009838,0.953174,0.351781
23,8.20E-06,1.60577,0.863932,,,,,,,,,,,,,,,,,,,
23,8,0.949,0.744,0.884,0.155,0.484,5,0.53,0.45,0.5,2,0.58,0.83,0.79,1280,25,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,8.20E-06,0.014808,25.014808,1.60577,0.863932
23,8.10E-06,1.606747,0.857044,,,,,,,,,,,,,,,,,,,
23,8,1,0.744,0.884,0.155,0.484,5,0.53,0.45,0.5,2,0.58,0.83,0.79,1280,25,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,8.10E-06,0.015154,25.015154,1.606747,0.857044
23,8.47E-06,1.601494,0.884563,,,,,,,,,,,,,,,,,,,
23,8,0.808,0.744,0.884,0.155,0.484,5,0.53,0.45,0.5,2,0.58,0.83,0.79,1280,20,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,8.47E-06,0.013903,20.013903,1.601494,0.884563
23,8.40E-06,1.597156,0.876791,,,,,,,,,,,,,,,,,,,
23,8,0.808,0.765,0.884,0.155,0.484,5,0.53,0.45,0.5,2,0.58,0.83,0.79,1280,20,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,8.40E-06,0.01392,20.01392,1.597156,0.876791
23,9.40E-06,1.838301,1.122124,,,,,,,,,,,,,,,,,,,
23,8,0.808,0.765,0.426,0.155,0.484,5,0.53,0.45,0.5,2,0.58,0.83,0.79,1280,16,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,9.40E-06,0.016462,16.016462,1.838301,1.122124
23,0.000013,1.919055,1.668771,,,,,,,,,,,,,,,,,,,
23,8,0.808,0.765,0.426,0.75,0.484,5,0.53,0.45,0.5,2,0.58,0.83,0.79,1280,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000013,0.012726,2.012726,1.919055,1.668771
23,0.000013,1.949782,1.75672,,,,,,,,,,,,,,,,,,,
23,8,0.808,0.765,0.426,0.75,0.512,5,0.53,0.45,0.5,2,0.58,0.83,0.79,1280,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000013,0.012687,1.012687,1.949782,1.75672
23,0.000013,1.885251,1.816477,,,,,,,,,,,,,,,,,,,
23,8,0.808,0.765,0.426,0.75,0.512,5,0.27,0.45,0.5,2,0.58,0.83,0.79,1280,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000013,0.011376,2.011376,1.885251,1.816477
23,0.000013,1.91732,1.810734,,,,,,,,,,,,,,,,,,,
23,8,0.808,0.765,0.426,0.75,0.512,5,0.27,0.1,0.5,2,0.58,0.83,0.79,1280,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000013,0.011951,2.011951,1.91732,1.810734
23,0.000013,1.921264,1.764038,,,,,,,,,,,,,,,,,,,
23,8,0.808,0.765,0.426,0.75,0.512,5,0.27,0.1,0.41,2,0.58,0.83,0.79,1280,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000013,0.012364,1.012364,1.921264,1.764038
23,0.000013,1.921264,1.764038,,,,,,,,,,,,,,,,,,,
23,8,0.808,0.765,0.426,0.75,0.512,5,0.27,0.1,0.41,2,0.73,0.83,0.79,1280,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000013,0.012364,1.012364,1.921264,1.764038
23,0.000013,1.921264,1.764038,,,,,,,,,,,,,,,,,,,
23,8,0.808,0.765,0.426,0.75,0.512,5,0.27,0.1,0.41,2,0.73,0.73,0.79,1280,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000013,0.012364,1.012364,1.921264,1.764038
23,0.000013,1.921264,1.764038,,,,,,,,,,,,,,,,,,,
23,8,0.808,0.765,0.426,0.75,0.512,5,0.27,0.1,0.41,2,0.73,0.73,0.43,1280,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,0.000013,0.012364,1.012364,1.921264,1.764038
23,8.52E-06,1.383213,0.905511,,,,,,,,,,,,,,,,,,,
23,10,0.808,0.765,0.426,0.75,0.512,5,0.27,0.1,0.41,2,0.73,0.73,0.43,1600,15,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,8.52E-06,0.010279,15.010279,1.383213,0.905511
23,9.68E-06,1.458516,1.147602,,,,,,,,,,,,,,,,,,,
23,10,0.306,0.765,0.426,0.75,0.512,5,0.27,0.1,0.41,2,0.73,0.73,0.43,1600,20,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,9.68E-06,0.008822,20.008822,1.458516,1.147602
23,0.000014,1.850681,2.279898,,,,,,,,,,,,,,,,,,,
