module type_0,x_0,x_1,x_2,x_3,x_4,x_5,y_0,y_1,y_2,y_3,z_0,z_1,z_2,z_3,edge count_0,line length_0,area difference_0,total score_0,img_0,deformation average_0,deformation variance_0,strain energy_0
23,13,0.691,0.607,0.412,0.377,0.417,6,0.57,0.63,0.31,2,0.32,0.31,0.47,1872,5,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,1.50E-06,0.007173,5.007173,0.501741,0.136363
23,1.41E-06,0.46475,0.11284,,,,,,,,,,,,,,,,,,,
23,13,0.691,0.607,0.877,0.377,0.417,6,0.57,0.63,0.31,2,0.32,0.31,0.47,1872,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,1.41E-06,0.006411,0.006411,0.46475,0.11284
23,1.55E-06,0.46559,0.113639,,,,,,,,,,,,,,,,,,,
23,13,0.691,0.607,0.877,0.967,0.417,6,0.57,0.63,0.31,2,0.32,0.31,0.47,1872,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,1.55E-06,0.005594,0.005594,0.46559,0.113639
23,1.59E-06,0.488776,0.12748,,,,,,,,,,,,,,,,,,,
23,13,0.691,0.607,0.877,0.967,0.518,6,0.57,0.63,0.31,2,0.32,0.31,0.47,1872,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,1.59E-06,0.005611,0.005611,0.488776,0.12748
23,1.56E-06,0.491455,0.125793,,,,,,,,,,,,,,,,,,,
23,13,0.691,0.607,0.877,0.967,0.518,6,0.99,0.63,0.31,2,0.32,0.31,0.47,1872,0,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,1.56E-06,0.007434,0.007434,0.491455,0.125793
23,1.58E-06,0.508298,0.127741,,,,,,,,,,,,,,,,,,,
23,13,0.691,0.607,0.877,0.967,0.518,6,0.99,0.09,0.31,2,0.32,0.31,0.47,1872,11,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,1.58E-06,0.011742,11.011742,0.508298,0.127741
23,1.55E-06,0.496801,0.124901,,,,,,,,,,,,,,,,,,,
23,13,0.691,0.607,0.877,0.967,0.518,6,0.99,0.09,0.58,2,0.32,0.31,0.47,1872,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,1.55E-06,0.009595,1.009595,0.496801,0.124901
23,1.55E-06,0.496801,0.124901,,,,,,,,,,,,,,,,,,,
23,13,0.691,0.607,0.877,0.967,0.518,6,0.99,0.09,0.58,2,0.09,0.31,0.47,1872,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,1.55E-06,0.009595,1.009595,0.496801,0.124901
23,1.55E-06,0.496801,0.124901,,,,,,,,,,,,,,,,,,,
23,13,0.691,0.607,0.877,0.967,0.518,6,0.99,0.09,0.58,2,0.09,0.74,0.47,1872,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,1.55E-06,0.009595,1.009595,0.496801,0.124901
23,1.55E-06,0.496801,0.124901,,,,,,,,,,,,,,,,,,,
23,13,0.691,0.607,0.877,0.967,0.518,6,0.99,0.09,0.58,2,0.09,0.74,0.49,1872,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,1.55E-06,0.009595,1.009595,0.496801,0.124901
23,1.93E-06,0.628676,0.21602,,,,,,,,,,,,,,,,,,,
23,9,0.691,0.607,0.877,0.967,0.518,6,0.99,0.09,0.58,2,0.09,0.74,0.49,1296,20,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,1.93E-06,0.011138,20.011138,0.628676,0.21602
23,2.12E-06,0.649191,0.219374,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.607,0.877,0.967,0.518,6,0.99,0.09,0.58,2,0.09,0.74,0.49,1296,8,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.12E-06,0.010418,8.010418,0.649191,0.219374
23,2.24E-06,0.669401,0.236007,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.409,0.877,0.967,0.518,6,0.99,0.09,0.58,2,0.09,0.74,0.49,1296,10,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.24E-06,0.01018,10.01018,0.669401,0.236007
23,2.43E-06,0.718681,0.290587,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.409,0.304,0.967,0.518,6,0.99,0.09,0.58,2,0.09,0.74,0.49,1296,18,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.43E-06,0.010115,18.010115,0.718681,0.290587
23,2.43E-06,0.718654,0.29055,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.409,0.304,0.968,0.518,6,0.99,0.09,0.58,2,0.09,0.74,0.49,1296,18,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.43E-06,0.010113,18.010113,0.718654,0.29055
23,2.36E-06,0.704061,0.277594,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.409,0.304,0.968,0.468,6,0.99,0.09,0.58,2,0.09,0.74,0.49,1296,18,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.36E-06,0.010092,18.010092,0.704061,0.277594
23,2.45E-06,0.690653,0.290243,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.409,0.304,0.968,0.468,6,0.27,0.09,0.58,2,0.09,0.74,0.49,1296,4,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.45E-06,0.005315,4.005315,0.690653,0.290243
23,2.55E-06,0.700255,0.295004,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.409,0.304,0.968,0.468,6,0.27,0.99,0.58,2,0.09,0.74,0.49,1296,4,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.55E-06,0.004931,4.004931,0.700255,0.295004
23,2.54E-06,0.706197,0.303251,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.409,0.304,0.968,0.468,6,0.27,0.99,0.82,2,0.09,0.74,0.49,1296,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.54E-06,0.004921,2.004921,0.706197,0.303251
23,2.54E-06,0.706197,0.303251,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.409,0.304,0.968,0.468,6,0.27,0.99,0.82,2,0.67,0.74,0.49,1296,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.54E-06,0.004921,2.004921,0.706197,0.303251
23,2.54E-06,0.706197,0.303251,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.409,0.304,0.968,0.468,6,0.27,0.99,0.82,2,0.67,0.28,0.49,1296,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.54E-06,0.004921,2.004921,0.706197,0.303251
23,2.54E-06,0.706197,0.303251,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.409,0.304,0.968,0.468,6,0.27,0.99,0.82,2,0.67,0.88,0.49,1296,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.54E-06,0.004921,2.004921,0.706197,0.303251
23,2.54E-06,0.706197,0.303251,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.409,0.304,0.968,0.468,6,0.27,0.99,0.82,2,0.67,0.88,0.33,1296,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.54E-06,0.004921,2.004921,0.706197,0.303251
23,6.88E-06,1.127002,0.813242,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.409,0.304,0.968,0.468,6,0.27,0.99,0.82,2,0.67,0.88,0.33,3996,48,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,6.88E-06,0.004921,48.004921,1.127002,0.813242
23,4.53E-06,0.790751,0.37895,,,,,,,,,,,,,,,,,,,
23,14,0.306,0.409,0.304,0.968,0.468,6,0.27,0.99,0.82,2,0.67,0.88,0.33,6216,16,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.53E-06,0.003747,16.003747,0.790751,0.37895
23,4.82E-06,0.831871,0.414603,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.409,0.304,0.968,0.468,6,0.27,0.99,0.82,2,0.67,0.88,0.33,6216,38,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.82E-06,0.003596,38.003596,0.831871,0.414603
23,4.34E-06,0.761248,0.331939,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.791,0.304,0.968,0.468,6,0.27,0.99,0.82,2,0.67,0.88,0.33,6216,38,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.34E-06,0.003898,38.003898,0.761248,0.331939
23,4.47E-06,0.786671,0.363322,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.791,0.089,0.968,0.468,6,0.27,0.99,0.82,2,0.67,0.88,0.33,6216,31,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.47E-06,0.003896,31.003896,0.786671,0.363322
23,4.43E-06,0.802117,0.371286,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.791,0.089,0.689,0.468,6,0.27,0.99,0.82,2,0.67,0.88,0.33,6216,34,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.43E-06,0.004275,34.004275,0.802117,0.371286
23,4.09E-06,0.74269,0.307165,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.791,0.089,0.689,0.316,6,0.27,0.99,0.82,2,0.67,0.88,0.33,6216,25,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.09E-06,0.004244,25.004244,0.74269,0.307165
23,3.61E-06,0.696173,0.257044,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.791,0.089,0.689,0.316,6,0.95,0.99,0.82,2,0.67,0.88,0.33,6216,13,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,3.61E-06,0.005115,13.005115,0.696173,0.257044
23,3.36E-06,0.684011,0.238032,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.791,0.089,0.689,0.316,6,0.95,0.16,0.82,2,0.67,0.88,0.33,6216,5,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,3.36E-06,0.007362,5.007362,0.684011,0.238032
23,3.24E-06,0.680797,0.228791,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.791,0.089,0.689,0.316,6,0.95,0.16,0.53,2,0.67,0.88,0.33,6216,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,3.24E-06,0.008882,2.008882,0.680797,0.228791
23,3.24E-06,0.680797,0.228791,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.791,0.089,0.689,0.316,6,0.95,0.16,0.53,2,0.28,0.88,0.33,6216,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,3.24E-06,0.008882,2.008882,0.680797,0.228791
23,3.24E-06,0.680797,0.228791,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.791,0.089,0.689,0.316,6,0.95,0.16,0.53,2,0.28,0.98,0.33,6216,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,3.24E-06,0.008882,2.008882,0.680797,0.228791
23,3.24E-06,0.680797,0.228791,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.791,0.089,0.689,0.316,6,0.95,0.16,0.53,2,0.28,0.98,0.18,6216,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,3.24E-06,0.008882,2.008882,0.680797,0.228791
23,3.35E-06,0.689919,0.231857,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.791,0.089,0.689,0.316,6,0.95,0.16,0.53,2,0.28,0.98,6216,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,3.35E-06,0.008882,2.008882,0.689919,0.231857,
23,3.24E-06,0.680797,0.228791,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.791,0.089,0.689,0.316,6,0.95,0.16,0.53,2,0.28,0.98,0.33,6216,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,3.24E-06,0.008882,2.008882,0.680797,0.228791
23,3.23E-06,0.679665,0.2279,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.791,0.089,0.689,0.316,6,0.95,0.16,0.53,2,0.28,0.33,6216,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,3.23E-06,0.008882,2.008882,0.679665,0.2279,
23,3.24E-06,0.680797,0.228791,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.791,0.089,0.689,0.316,6,0.95,0.16,0.53,2,0.28,0.88,0.33,6216,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,3.24E-06,0.008882,2.008882,0.680797,0.228791
23,3.37E-06,0.698264,0.240562,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.791,0.089,0.689,0.316,6,0.95,0.16,0.53,2,0.88,0.33,6216,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,3.37E-06,0.008882,2.008882,0.698264,0.240562,
23,3.24E-06,0.680797,0.228791,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.791,0.089,0.689,0.316,6,0.95,0.16,0.53,2,0.67,0.88,0.33,6216,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,3.24E-06,0.008882,2.008882,0.680797,0.228791
23,3.34E-06,0.662219,0.246812,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.791,0.089,0.689,0.316,6,0.95,0.16,2,0.67,0.88,0.33,6216,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,3.34E-06,0.007178,1.007178,0.662219,0.246812,
23,3.36E-06,0.684011,0.238032,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.791,0.089,0.689,0.316,6,0.95,0.16,0.82,2,0.67,0.88,0.33,6216,5,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,3.36E-06,0.007362,5.007362,0.684011,0.238032
23,3.63E-06,0.69087,0.255532,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.791,0.089,0.689,0.316,6,0.95,0.82,2,0.67,0.88,0.33,6216,13,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,3.63E-06,0.004965,13.004965,0.69087,0.255532,
23,3.61E-06,0.696173,0.257044,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.791,0.089,0.689,0.316,6,0.95,0.99,0.82,2,0.67,0.88,0.33,6216,13,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,3.61E-06,0.005115,13.005115,0.696173,0.257044
23,3.62E-06,0.690033,0.255536,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.791,0.089,0.689,0.316,6,0.99,0.82,2,0.67,0.88,0.33,6216,13,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,3.62E-06,0.004957,13.004957,0.690033,0.255536,
23,4.09E-06,0.74269,0.307165,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.791,0.089,0.689,0.316,6,0.27,0.99,0.82,2,0.67,0.88,0.33,6216,25,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.09E-06,0.004244,25.004244,0.74269,0.307165
23,4.93E-06,0.881839,0.467174,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.791,0.089,0.689,6,0.27,0.99,0.82,2,0.67,0.88,0.33,6216,30,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.93E-06,0.004305,30.004305,0.881839,0.467174,
23,4.43E-06,0.802117,0.371286,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.791,0.089,0.689,0.468,6,0.27,0.99,0.82,2,0.67,0.88,0.33,6216,34,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.43E-06,0.004275,34.004275,0.802117,0.371286
23,4.36E-06,0.813094,0.370357,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.791,0.089,0.468,6,0.27,0.99,0.82,2,0.67,0.88,0.33,6216,26,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.36E-06,0.004664,26.004664,0.813094,0.370357,
23,4.47E-06,0.786671,0.363322,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.791,0.089,0.968,0.468,6,0.27,0.99,0.82,2,0.67,0.88,0.33,6216,31,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.47E-06,0.003896,31.003896,0.786671,0.363322
23,3.58E-06,0.694547,0.255511,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.791,0.968,0.468,6,0.27,0.99,0.82,2,0.67,0.88,0.33,6216,48,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,3.58E-06,0.004314,48.004314,0.694547,0.255511,
23,4.34E-06,0.761248,0.331939,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.791,0.304,0.968,0.468,6,0.27,0.99,0.82,2,0.67,0.88,0.33,6216,38,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.34E-06,0.003898,38.003898,0.761248,0.331939
23,4.07E-06,0.741157,0.30055,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.304,0.968,0.468,6,0.27,0.99,0.82,2,0.67,0.88,0.33,6216,45,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.07E-06,0.004083,45.004083,0.741157,0.30055,
23,4.82E-06,0.831871,0.414603,,,,,,,,,,,,,,,,,,,
23,14,0.088,0.409,0.304,0.968,0.468,6,0.27,0.99,0.82,2,0.67,0.88,0.33,6216,38,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.82E-06,0.003596,38.003596,0.831871,0.414603
23,3.82E-06,0.703023,0.277414,,,,,,,,,,,,,,,,,,,
23,14,0.409,0.304,0.968,0.468,6,0.27,0.99,0.82,2,0.67,0.88,0.33,6216,20,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,3.82E-06,0.004186,20.004186,0.703023,0.277414,
23,4.53E-06,0.790751,0.37895,,,,,,,,,,,,,,,,,,,
23,14,0.306,0.409,0.304,0.968,0.468,6,0.27,0.99,0.82,2,0.67,0.88,0.33,6216,16,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,4.53E-06,0.003747,16.003747,0.790751,0.37895
23,None,1000,0,,,,,,,,,,,,,,,,,,,
23,0.306,0.409,0.304,0.968,0.468,6,0.27,0.99,0.82,2,0.67,0.88,0.33,37,1.00E+06,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,None,1,1.00E+06,1000,0,
23,6.88E-06,1.127002,0.813242,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.409,0.304,0.968,0.468,6,0.27,0.99,0.82,2,0.67,0.88,0.33,3996,48,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,6.88E-06,0.004921,48.004921,1.127002,0.813242
23,2.54E-06,0.706197,0.303251,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.409,0.304,0.968,0.468,6,0.27,0.99,0.82,2,0.67,0.88,0.33,1296,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.54E-06,0.004921,2.004921,0.706197,0.303251
23,2.53E-06,0.70563,0.302709,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.409,0.304,0.968,0.468,6,0.27,0.99,0.82,2,0.67,0.88,1296,1,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.53E-06,0.004921,1.004921,0.70563,0.302709,
23,2.54E-06,0.706197,0.303251,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.409,0.304,0.968,0.468,6,0.27,0.99,0.82,2,0.67,0.88,0.49,1296,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.54E-06,0.004921,2.004921,0.706197,0.303251
23,2.54E-06,0.706288,0.30334,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.409,0.304,0.968,0.468,6,0.27,0.99,0.82,2,0.67,0.49,1296,3,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.54E-06,0.004921,3.004921,0.706288,0.30334,
23,2.54E-06,0.706197,0.303251,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.409,0.304,0.968,0.468,6,0.27,0.99,0.82,2,0.67,0.28,0.49,1296,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.54E-06,0.004921,2.004921,0.706197,0.303251
23,2.54E-06,0.706288,0.30334,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.409,0.304,0.968,0.468,6,0.27,0.99,0.82,2,0.67,0.49,1296,3,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.54E-06,0.004921,3.004921,0.706288,0.30334,
23,2.54E-06,0.706197,0.303251,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.409,0.304,0.968,0.468,6,0.27,0.99,0.82,2,0.67,0.74,0.49,1296,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.54E-06,0.004921,2.004921,0.706197,0.303251
23,2.54E-06,0.706213,0.303268,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.409,0.304,0.968,0.468,6,0.27,0.99,0.82,2,0.74,0.49,1296,3,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.54E-06,0.004921,3.004921,0.706213,0.303268,
23,2.54E-06,0.706197,0.303251,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.409,0.304,0.968,0.468,6,0.27,0.99,0.82,2,0.09,0.74,0.49,1296,2,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.54E-06,0.004921,2.004921,0.706197,0.303251
23,2.60E-06,0.721557,0.314771,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.409,0.304,0.968,0.468,6,0.27,0.99,2,0.09,0.74,0.49,1296,4,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.60E-06,0.0058,4.0058,0.721557,0.314771,
23,2.55E-06,0.700255,0.295004,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.409,0.304,0.968,0.468,6,0.27,0.99,0.58,2,0.09,0.74,0.49,1296,4,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.55E-06,0.004931,4.004931,0.700255,0.295004
23,2.48E-06,0.702921,0.289091,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.409,0.304,0.968,0.468,6,0.27,0.58,2,0.09,0.74,0.49,1296,4,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.48E-06,0.006094,4.006094,0.702921,0.289091,
23,2.45E-06,0.690653,0.290243,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.409,0.304,0.968,0.468,6,0.27,0.09,0.58,2,0.09,0.74,0.49,1296,4,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.45E-06,0.005315,4.005315,0.690653,0.290243
23,2.62E-06,0.732483,0.312091,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.409,0.304,0.968,0.468,6,0.09,0.58,2,0.09,0.74,0.49,1296,4,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.62E-06,0.007135,4.007135,0.732483,0.312091,
23,2.36E-06,0.704061,0.277594,,,,,,,,,,,,,,,,,,,
23,9,0.306,0.409,0.304,0.968,0.468,6,0.99,0.09,0.58,2,0.09,0.74,0.49,1296,18,C:\Users\glady\Desktop\datalogging (new)/line length_4651.jpg,2.36E-06,0.010092,18.010092,0.704061,0.277594
